Last name,First name,Middle name,Role,School,Grade
Atkins,Francis,Greyson,Student,Westside,4
Strickland,Sarah,Aniyah,Student,Southside,11
Beach,Thea,María Fernanda,Student,Southside,12
Martínez,Archer,Prince,Student,Southside,11
Brewer,Lorenzo,Mohamed,Teacher,Northside,
Hendricks,Timothy,Travis,Teacher,Northside,
Leon,Theodore,Camden,Student,Northside,K
Sharpe,Andrés,Johnny,Teacher,Eastside,
Bridges,Drew,Warren,Student,Northside,6
Beach,Jazmín,Kaitlyn,Teacher,Westside,
Fields,Trinity,Liana,Teacher,Eastside,
Vasquez,Bryan,Gavin,Teacher,Westside,
Holman,Juan Sebastián,Tobias,Teacher,Southside,
Becker,Brynlee,Ariyah,Teacher,Westside,
Fitzpatrick,Eric,Asher,Student,Northside,7
Doyle,Ariyah,Natalia,Teacher,Westside,
Berg,Eduardo,Andres,Student,Eastside,10
Villarreal,Kenneth,Caiden,Teacher,Northside,
Tucker,Angel,Hunter,Teacher,Westside,
Leonard,Briana,Emily,Student,Westside,8
Olsen,Jake,Benson,Teacher,Northside,
Mcpherson,Luis,Vincent,Student,Westside,1
Alvarado,Matilda,Selah,Teacher,Eastside,
Stout,Alejandro,Josiah,Student,Eastside,7
Daniel,Kenneth,Cooper,Teacher,Westside,
Vasquez,Khloe,Willow,Student,Westside,8
Olsen,Kash,Jace,Student,Northside,10
Kelly,Ruby,Olive,Teacher,Southside,
Guy,Fátima,Fiona,Teacher,Southside,
Wolfe,Ezekiel,Prince,Teacher,Eastside,
Johnston,Mckenzie,Giselle,Student,Southside,7
Ruiz,Ayden,Aiden,Student,Southside,12
Lester,Kira,Violet,Teacher,Westside,
Blackburn,Caden,Leland,Teacher,Westside,
Hernández,Manuel,Tyson,Teacher,Westside,
Burnett,Addyson,Zuri,Student,Southside,12
Lara,Brianna,Gabriella,Student,Westside,4
Roy,Elliot,Caleb,Student,Westside,7
Burris,Cole,Avery,Student,Northside,8
Pugh,Margaret,Lena,Student,Northside,9
Acevedo,Adeline,Madelynn,Student,Eastside,12
Aguirre,Quinn,Rowan,Student,Southside,12
Miranda,Angel,Lydia,Teacher,Southside,
Goodwin,Michaela,Sienna,Teacher,Westside,
Burch,Felix,Jude,Teacher,Northside,
González,Aaron,Oliver,Teacher,Northside,
Mathis,Delilah,Leilani,Teacher,Westside,
Hunt,Valeria,Rocío,IT,Northside,
Buck,Rowan,Derrick,Teacher,Westside,
Duran,Justice,Robert,Teacher,Southside,
Floyd,Khloe,Kennedy,Teacher,Northside,
Johns,Luca,Muhammad,Student,Southside,6
Rios,Desmond,Gael,Teacher,Northside,
Mejia,Anaya,Vera,Teacher,Westside,
Bryan,Jared,Colin,Teacher,Southside,
Montgomery,Makayla,Jordan,Teacher,Northside,
Hale,Blake,Gabriel,Student,Southside,3
Parrish,Christopher,Jax,Teacher,Westside,
Martin,Jamison,Maverick,Teacher,Northside,
Pruitt,Arthur,Dalton,Teacher,Northside,
Williams,Brinley,Madison,Student,Eastside,7
Jacobson,Josie,Madilyn,Teacher,Eastside,
Shelton,Ellie,Lydia,Student,Southside,7
Haynes,Nash,Lukas,Teacher,Southside,
Wolfe,Daisy,Maggie,Teacher,Southside,
Pace,Walter,Felix,Student,Northside,1
Maddox,Franklin,Hüseyin,Teacher,Northside,
Kim,Kameron,Peyton,Teacher,Northside,
Wagner,Ivy,Kayla,Student,Eastside,10
Mills,Nayeli,Jane,Student,Northside,5
Bailey,Gunnar,Ari,Teacher,Westside,
Elliott,Logan,Jennifer,Teacher,Eastside,
Stevens,Leilani,Destiny,Student,Northside,3
Vance,Alayna,Margot,Student,Northside,8
Pickett,Pedro,Israel,Teacher,Westside,
Fitzpatrick,Benjamin,Beau,Teacher,Southside,
Gallagher,Everly,Amy,Student,Southside,4
Petty,Giselle,Jade,Student,Northside,11
Paul,Zander,Cruz,Teacher,Northside,
Sanchez,Jayleen,María Fernanda,Teacher,Westside,
Morse,Tristan,Andres,Student,Westside,3
Porter,Malakai,Jack,Student,Westside,11
Owens,Matías,Kolton,Teacher,Northside,
López,Remy,Zachariah,Teacher,Eastside,
Stein,Daniela,Adeline,Student,Westside,11
Hester,Alessandra,Leah,Teacher,Eastside,
Emerson,Mariana,Leslie,Teacher,Westside,
Miranda,Cruz,Devin,Teacher,Eastside,
Acevedo,Summer,Alicia,Student,Southside,3
Snow,Tomás,Mark,Teacher,Eastside,
González,Daxton,Davis,Teacher,Westside,
Patrick,Marcus,Matthew,Student,Eastside,3
Wilson,Mateo,Cruz,Teacher,Westside,
Morrow,Emery,Yağmur,Student,Eastside,11
Sparks,Felicity,Harlow,Student,Westside,11
Parks,Jack,Beckett,Teacher,Northside,
Santiago,Alina,Natalie,Student,Westside,2
Marsh,Pedro,Samuel,Student,Southside,9
Jacobson,Maximiliano,Rhett,Teacher,Southside,
Castillo,Brock,Marcus,Teacher,Eastside,
Jefferson,Maximiliano,Ricardo,Student,Westside,12
Moreno,Jennifer,Lily,Student,Southside,3
Richards,Tyson,Daniel,Teacher,Northside,
Butler,Violet,Hailey,Student,Eastside,1
Gay,Rhys,Lukas,Student,Westside,11
Joseph,Liliana,Alice,Teacher,Eastside,
Estes,Avery,Zachary,Teacher,Eastside,
Grant,María,Alaina,Teacher,Southside,
Woodard,Kellan,Sebastián,Student,Westside,4
Brown,Cade,Bradley,Student,Southside,K
Carr,Raelynn,Charlie,Student,Westside,4
Clayton,Leo,Martín,Student,Westside,12
Emerson,Skyler,Jason,Student,Westside,3
Austin,Major,Braxton,Teacher,Eastside,
Osborn,Remy,Easton,Student,Northside,8
Villarreal,Atticus,Kendrick,Teacher,Westside,
Hardy,Kian,Jeremiah,Teacher,Eastside,
Rollins,Harper,Macy,Teacher,Eastside,
Cochran,Legend,Landen,Teacher,Northside,
Hubbard,Camryn,Talia,Student,Westside,6
Perkins,Walker,Charles,Teacher,Northside,
Gray,Kira,Jimena,Teacher,Northside,
Farmer,Alondra,Remi,Teacher,Northside,
Poole,Anastasia,Reese,Teacher,Southside,
Sherman,Paris,Cadence,Teacher,Eastside,
Ewing,Kamryn,Andrea,Student,Eastside,4
Ray,Cade,Anthony,Student,Southside,4
Trevino,Amara,Nevaeh,Student,Northside,10
Butler,Gael,Cooper,Student,Eastside,2
Francis,Brock,Austin,Teacher,Southside,
Lucas,Sullivan,Russell,Teacher,Southside,
Rojas,Nasir,Luka,Student,Northside,11
Munoz,Oliver,Gabriel,Student,Northside,11
Mosley,Gabriela,Daleyza,Student,Westside,8
Williamson,Ember,Regina,Student,Westside,11
Tillman,Sebastian,Aiden,Student,Southside,9
Jimenez,Keegan,Lennox,Student,Northside,9
Richmond,Dillon,Caden,Student,Southside,9
Johns,Donovan,Emanuel,Teacher,Eastside,
Swanson,Harlow,Hazel,Student,Eastside,5
Bean,Alicia,Reese,Teacher,Westside,
Mckinney,Allie,Lennon,Student,Northside,5
Baker,Gage,Brooks,Student,Northside,K
Delaney,Mallory,Scarlett,Teacher,Eastside,
Salazar,Fernanda,Charleigh,Student,Westside,1
Huffman,Margaret,Alexandra,Teacher,Westside,
Cole,Makayla,Nylah,Student,Westside,K
Wong,Phoenix,Barrett,Teacher,Eastside,
Neal,Hailey,Bethany,Teacher,Eastside,
Harrison,Fátima,Sara,Teacher,Westside,
Austin,Jesus,Kaleb,Student,Eastside,10
Little,Elise,Elisa,Student,Westside,8
Cole,Elliana,Gabriella,Teacher,Eastside,
Montoya,Victoria,Ximena,Teacher,Northside,
Warren,Atlas,Nicolás,Teacher,Eastside,
Donaldson,Elaina,Adriana,Teacher,Westside,
Bean,Aiden,Silas,Student,Northside,7
Kramer,Ruth,Serena,Student,Westside,4
Smith,Madeleine,Vivienne,Teacher,Northside,
Madden,Axel,Tanner,Teacher,Northside,
Underwood,Gia,Kira,Student,Southside,12
Newman,Omar,Jaden,Teacher,Westside,
Brown,Brayden,Aidan,Student,Westside,4
Avila,Milo,Clark,Student,Eastside,4
Lloyd,Adan,Christian,Student,Northside,6
Mann,Helen,Jane,Student,Southside,8
Scott,Heaven,Kelsey,Student,Southside,1
Dillon,Alex,Logan,Student,Westside,10
Ayala,Nicole,Zara,Student,Eastside,5
Dalton,Harvey,Ismael,Student,Southside,5
Finley,Elsie,Anastasia,Student,Eastside,2
Rose,Barrett,Thiago,Teacher,Westside,
Turner,Melody,Lydia,Student,Northside,5
Hurley,Daisy,Leia,Student,Eastside,K
Miranda,Angel,Raymond,Student,Westside,8
Adkins,Ángel,Marcus,Teacher,Westside,
Mack,Arya,Mía,Student,Northside,4
Maddox,Destiny,Journey,Teacher,Southside,
Cochran,Alan,Karson,Student,Northside,5
May,Grady,Braylon,Teacher,Northside,
Chan,Kelsey,Mariana,Student,Southside,K
Gould,Evelynn,Makenna,Student,Eastside,3
Bentley,Adalyn,Camilla,Teacher,Southside,
Hale,Ximena,Daleyza,Teacher,Northside,
Cantrell,Martín,Joaquin,Student,Eastside,3
Craft,Rebecca,Miranda,Teacher,Northside,
Avery,Gracelyn,Annabella,Teacher,Southside,
Bean,Braelyn,Melissa,Student,Northside,12
Harvey,Kendrick,Jay,Student,Westside,7
Houston,Carter,Rylee,Teacher,Westside,
Russo,Beau,Julius,Teacher,Eastside,
Dunlap,Zion,Colton,Student,Southside,5
Sykes,Brady,Owen,Student,Eastside,5
Gallegos,Isabella,Esther,Student,Northside,12
Rogers,Laura,Katie,Student,Southside,5
Mccray,Brian,Clayton,Teacher,Northside,
Wise,Baylee,Eden,Student,Southside,1
Burke,Walter,Jack,Student,Westside,11
Rose,Prince,Juan Sebastián,Teacher,Northside,
Craft,Laila,Daniela,Student,Eastside,9
Bray,Delaney,Rocío,Student,Westside,10
Bishop,Talia,Liana,Student,Northside,2
Clarke,Dylan,Kaden,Student,Eastside,12
Neal,Arthur,Angel,Teacher,Westside,
Saunders,Destiny,Jazmín,Teacher,Southside,
Lee,Giovanni,Tyler,Student,Eastside,5
Small,Miriam,Rylie,Student,Westside,5
Gibson,Daphne,Jazmín,Teacher,Northside,
Durham,Macie,Reagan,Student,Eastside,4
Spence,Jeremiah,Luka,Student,Northside,4
Maynard,Joaquín,Dante,Student,Eastside,10
Conrad,Finnegan,Thomas,Student,Southside,10
Anthony,Leia,Camryn,Teacher,Westside,
Davenport,Adelyn,Julia,Student,Westside,6
Gates,Eli,Danny,Teacher,Northside,
Barron,Atticus,Arthur,Teacher,Westside,
Kane,Noel,Drew,Teacher,Southside,
Garner,Julianna,Kenzie,Student,Eastside,4
Rollins,Keith,Quinn,Teacher,Eastside,
Miller,Parker,María,Teacher,Southside,
Walsh,Talia,Elliana,Teacher,Southside,
Reed,Phoebe,Annabella,Teacher,Northside,
Hodge,Josue,Winston,Teacher,Northside,
Craft,Kameron,Ronan,Student,Southside,1
Allen,Zaiden,Karson,Student,Southside,K
Berg,Erin,Léa,Teacher,Westside,
Winters,Juniper,Allison,Teacher,Westside,
Jennings,Celeste,Journey,Teacher,Northside,
Garcia,Alayna,Harley,Teacher,Northside,
Rodriquez,Aniyah,Aria,Teacher,Westside,
Booth,Evelyn,Valerie,Teacher,Eastside,
Baxter,José,Nikolai,Student,Westside,8
Macias,Eve,Kaitlyn,Teacher,Eastside,
Ward,Pierce,Ryder,Teacher,Southside,
Little,Ariella,Iris,Teacher,Northside,
Munoz,Robert,Maté,Student,Southside,K
Lee,Moises,Owen,Teacher,Eastside,
Conway,Adrián,Kingston,Student,Northside,6
Lynch,Juniper,Ana,Student,Eastside,8
Jefferson,Annalise,Julia,Student,Eastside,4
Warner,Aliyah,Jenna,Student,Northside,1
Norman,Brock,Walter,Teacher,Eastside,
Hatfield,Jennifer,London,Student,Eastside,11
Petty,Haven,Samantha,Student,Westside,3
Hahn,Aaliyah,Heidi,Teacher,Westside,
Crawford,Alice,Ainsley,Student,Southside,7
Hamilton,Kayla,Regina,Student,Westside,11
Kirk,Mila,Charlotte,Student,Westside,11
Kaufman,Zayne,Jeremiah,Student,Eastside,2
Santiago,Bentley,Royal,Student,Westside,K
Strong,Jonas,Marcus,Teacher,Westside,
Duffy,Griffin,Sebastian,Student,Southside,9
Flynn,Vincent,Desmond,Student,Eastside,K
Stewart,Joseph,Ezra,Student,Southside,11
Vincent,Joaquín,Braylon,Teacher,Eastside,
Herring,Anthony,Noel,Student,Southside,4
Johns,Brayden,Colton,Teacher,Northside,
Alvarado,Cayden,Eric,Student,Southside,8
Graham,Olivia,Nia,Teacher,Eastside,
Odom,Daxton,Edwin,Teacher,Northside,
Mcclure,Riley,Levi,Student,Southside,12
Robinson,Harvey,Seth,Student,Southside,8
Cleveland,Juliette,Eleanor,Student,Southside,10
Hammond,Aden,Garrett,Teacher,Southside,
Daniel,Kayleigh,Vivian,Teacher,Northside,
Dickson,Hadley,Jordan,Student,Eastside,2
Kirk,Kyler,Dalton,Student,Southside,7
Mccray,Matthias,Quentin,Student,Westside,5
Greene,Clark,Nico,Student,Southside,11
Duke,Lacey,Janelle,Teacher,Eastside,
Fitzgerald,Juniper,Millie,Teacher,Eastside,
Marsh,Jacqueline,River,Teacher,Southside,
Moses,Emilio,Xavier,Student,Westside,8
Long,Jesús,Hayes,Teacher,Westside,
Durham,Adriana,Aubrey,Student,Westside,K
Mejia,Marlee,Rachel,Student,Northside,7
Pérez,Alejandra,Kaylee,Teacher,Eastside,
Hamilton,Atlas,Lane,Student,Northside,6
Allison,Alivia,Haven,Teacher,Westside,
Wise,Lia,Ayla,Teacher,Eastside,
Luna,Adeline,Eden,IT,Northside,
Wilkins,Esteban,Julian,Teacher,Southside,
Bennett,Bella,Lennon,Teacher,Westside,
Welch,Jaxon,Lukáš,Teacher,Southside,
Pierce,Regina,Michelle,Student,Eastside,8
Kinney,Fernanda,Jennifer,Student,Westside,10
Collier,Piper,Averie,Student,Northside,7
Hooper,Leonardo,Raiden,Student,Southside,K
Camacho,Raiden,Owen,Student,Northside,2
Hart,Johan,Grant,Teacher,Southside,
Wade,Lily,Emerson,Student,Northside,12
Sharpe,Maximiliano,Silas,Student,Southside,K
Patel,Kayson,Wyatt,Teacher,Westside,
Walter,Zariah,Sofía,Teacher,Westside,
Holden,Maggie,Braelynn,Student,Northside,9
Cantu,Winston,Vincent,Student,Southside,9
Tyson,Katherine,Adelynn,Teacher,Southside,
Mays,Ivy,Journey,Teacher,Southside,
Henson,Valentina,Marlee,Student,Southside,8
Fox,Easton,Archer,Student,Northside,11
Neal,Martín,José,Student,Northside,10
Cleveland,Declan,Garrett,Student,Eastside,9
Decker,Chloé,Jacqueline,IT,Westside,
Kaufman,Beckett,Rafael,Teacher,Eastside,
Acevedo,Emilio,Ian,Student,Westside,8
Walker,Daphne,Kennedi,Teacher,Southside,
Bentley,Brynlee,Lucille,Teacher,Eastside,
Griffin,Joanna,Brooklyn,Teacher,Northside,
Herring,Piper,Kylie,Teacher,Westside,
Sanders,Jane,Gianna,Student,Southside,11
Lancaster,Phoenix,Emery,Teacher,Southside,
Guerrero,Erick,Martín,Student,Southside,11
Avery,Lena,Madelynn,Student,Northside,10
Nolan,Adeline,Léa,Teacher,Eastside,
Ryan,Grant,Johan,Student,Southside,5
Cleveland,Helen,Ava,Teacher,Westside,
Brown,Amaya,Nayeli,Student,Northside,6
Harper,Corbin,Jesse,Student,Westside,8
Welch,Ember,Skyler,Teacher,Westside,
Chavez,Kayla,Haven,Student,Northside,4
Dennis,Michael,Jase,Teacher,Eastside,
Bright,Jordan,Graham,Student,Southside,2
Allison,James,Jason,Teacher,Westside,
Craft,Bailey,Valentina,Student,Westside,11
Sampson,Serenity,Vivian,Student,Southside,12
Owens,Amari,Matilda,Student,Southside,1
Crawford,Lane,Aidan,Student,Southside,1
Gallegos,Selah,Nadia,Teacher,Northside,
White,Hüseyin,Josiah,Student,Eastside,12
Macias,Alyssa,Iris,Teacher,Westside,
Combs,Priscilla,Brinley,Teacher,Westside,
Combs,Kash,Martin,Student,Northside,K
Battle,Lilly,Gabrielle,Teacher,Southside,
Randolph,Aria,Kara,Teacher,Eastside,
Marsh,Cristian,Jasper,Teacher,Northside,
Crosby,Willa,Madeline,Student,Southside,10
West,Kevin,Tyson,Student,Southside,5
Spence,Cali,Sophia,Teacher,Southside,
Maynard,Fatima,Alayna,Student,Southside,10
Frazier,Bodhi,Maté,Teacher,Northside,
Farrell,Maté,Bryce,Student,Westside,4
Jimenez,Hugo,Santiago,Teacher,Eastside,
Dixon,Damien,Camden,Student,Eastside,4
Pace,Braelyn,Madeline,Teacher,Eastside,
Hines,Journee,Adrianna,Teacher,Southside,
Santos,Javier,Conor,Teacher,Westside,
Rush,Gunner,Amari,Student,Westside,9
Byrd,Christina,María Fernanda,Teacher,Eastside,
Freeman,Patrick,Waylon,Teacher,Westside,
Hayes,Cash,Nicolás,Student,Southside,K
Stevenson,Madison,Harmony,Student,Southside,8
Mendez,Georgia,Layla,Teacher,Westside,
Hess,Khalil,Cole,Student,Eastside,9
Moody,Leah,Charlotte,Student,Southside,8
Stanley,Matthias,Zander,Teacher,Eastside,
Benton,River,Kai,Student,Southside,4
Castaneda,Leonel,Cristian,Teacher,Westside,
Mcdonald,Matilda,Lia,Teacher,Southside,
Blackwell,Shane,Raymond,Teacher,Southside,
Sanford,Jordan,Melanie,Teacher,Eastside,
Sullivan,Walker,Matias,Student,Southside,1
Giles,Briana,Freya,Student,Southside,2
Welch,Elle,Harmony,Teacher,Northside,
Hatfield,Maximilian,Pierce,Student,Northside,K
Padilla,Mary,Isabel,Teacher,Northside,
Reed,Kellan,Steven,Student,Eastside,11
Mejia,Corey,Angel,Student,Eastside,7
Gillespie,Julianna,Jazmin,Teacher,Southside,
Shaffer,Christina,Julie,Teacher,Eastside,
Ramirez,Aisha,Genevieve,Student,Southside,8
Prince,Jacob,Matías,Teacher,Southside,
Norman,Jorge,Milo,Student,Southside,6
Henson,Colette,Sara,Student,Northside,1
Hutchinson,Brody,Simon,Teacher,Northside,
Carlson,Emmett,Gavin,Teacher,Southside,
Bright,Jayceon,Landen,Student,Southside,11
Bonner,Arlo,Rocco,Teacher,Northside,
Todd,Finley,Bentley,Student,Northside,8
Bartlett,Harvey,Steven,Student,Northside,5
Martínez,Aubree,Nyla,Student,Southside,3
Grimes,George,Eric,Student,Westside,4
Colon,Yağmur,Ariah,Teacher,Westside,
Soto,Ezra,Jace,Student,Southside,8
Huffman,Selena,Esther,Teacher,Eastside,
Little,Ronan,Jayson,IT,Southside,
Mcgowan,Judah,Martin,Teacher,Northside,
Hunt,Brianna,María,Teacher,Eastside,
Ewing,Isabelle,Lucy,Teacher,Westside,
Carson,Mariángel,Ashlynn,Student,Westside,6
Hester,Blake,Micah,Student,Southside,10
Giles,Jocelyn,Sara,Student,Southside,6
Johnson,Shelby,Mariah,Student,Northside,8
Wolf,Juliana,Cecilia,Student,Southside,10
Meadows,Tyson,Maté,Student,Eastside,4
Rojas,Carolina,Amber,Student,Northside,9
Hooper,Nayeli,Ella,Teacher,Northside,
Reed,Corey,Jax,Student,Southside,11
Wolf,Liana,Annie,Teacher,Westside,
Tate,Xavier,Zayne,Student,Northside,7
English,Brynlee,Isabelle,Teacher,Eastside,
Watts,Paislee,Madelynn,Student,Northside,11
Saunders,Josephine,Harmony,Student,Southside,9
Sweet,Hailey,Sarai,Student,Northside,1
Simpson,Johnny,Mario,Student,Eastside,K
Snider,Kyla,Ellie,Student,Southside,10
Morse,Aviana,Anna,Student,Westside,2
Cole,Paige,Addyson,Teacher,Southside,
Barrera,Oliver,Amir,Student,Northside,2
Silva,Brooks,Moses,Teacher,Southside,
Steele,Emery,Selena,Teacher,Southside,
Park,Léa,Adaline,Teacher,Northside,
Long,Rocío,Bethany,Student,Southside,2
Trujillo,Raegan,Nicole,Student,Southside,1
Wilkerson,Cora,Hazel,Teacher,Eastside,
Dickerson,Maya,Lola,Teacher,Westside,
Edwards,Grace,Matilda,Student,Northside,K
Patton,Brayden,Luis,Teacher,Northside,
Meyer,Jenna,Adrianna,Teacher,Southside,
Beck,Kimberly,Skyler,Student,Southside,11
Knight,Cole,Conner,Teacher,Northside,
Terry,Spencer,Lukáš,Teacher,Southside,
Jacobson,Mya,Josie,Student,Southside,2
Ayers,Paislee,Tessa,Student,Westside,11
Perkins,Paisley,Amiyah,Teacher,Westside,
Foley,Walker,Hendrix,Teacher,Eastside,
Mason,Emersyn,Freya,Student,Northside,1
Long,Wade,Nikolai,Teacher,Northside,
Whitney,Ayden,Brock,Student,Northside,2
Patel,Travis,Malachi,Student,Northside,K
Aguilar,Serena,Amiyah,Teacher,Southside,
Riley,Finley,Francis,Student,Westside,7
Tanner,Daphne,Caroline,Student,Northside,1
Dudley,Priscilla,Kara,Teacher,Westside,
Butler,Jayceon,Micah,Teacher,Eastside,
Hartman,Ivan,Sean,Teacher,Southside,
Clemons,Troy,Archer,Teacher,Eastside,
Owen,Kimberly,Emily,Teacher,Westside,
Carr,Patrick,Oscar,Student,Southside,9
Hogan,Corbin,Pierce,Teacher,Eastside,
Waters,Mia,Chloé,Student,Northside,3
Briggs,Caden,Andy,Student,Southside,8
Kelly,Walker,Hendrix,Teacher,Southside,
Taylor,Aleah,Kayleigh,Teacher,Northside,
Holland,Remi,Camryn,Teacher,Westside,
Underwood,Máximo,Joseph,Teacher,Northside,
Rosario,Emely,Quinn,Student,Southside,12
Hoffman,Melody,Felicity,Teacher,Southside,
Wolf,Beckett,Kade,Student,Northside,2
French,Dawson,Bruce,Teacher,Eastside,
Vargas,Peyton,Isaac,Student,Northside,1
Clements,Charlie,Emanuel,Teacher,Northside,
Farmer,Lorenzo,Fabian,Student,Eastside,8
Best,Nehemiah,Nathaniel,Student,Northside,10
Wagner,Colton,Malakai,Student,Southside,10
Martínez,Callie,Megan,Teacher,Southside,
Rosario,Amanda,Sophie,Student,Eastside,12
Mcintosh,Léa,Esmeralda,Teacher,Southside,
Farmer,Daniela,Stella,Teacher,Northside,
Kerr,Drew,Nathan,Teacher,Southside,
Osborne,Rylan,Gregory,Teacher,Westside,
Valdez,Raven,Kamila,Teacher,Westside,
Johnson,Amira,Emilia,Student,Eastside,12
Lloyd,Theo,Easton,Teacher,Southside,
Russell,Scott,Killian,IT,Northside,
Giles,Ali,Jose,Student,Southside,1
Santiago,Conner,Carter,Student,Northside,4
Conner,Andres,Martin,Student,Westside,5
Harmon,Nico,Dawson,Student,Southside,11
Hughes,Braylon,Sullivan,Student,Southside,12
Cleveland,Mark,Tucker,Student,Eastside,1
Holder,Austin,Riley,Student,Eastside,3
Perry,Evelynn,Mikayla,Student,Westside,4
Rollins,Aviana,Gabrielle,Teacher,Northside,
Oneill,Johnny,Oliver,Teacher,Southside,
Golden,Makayla,Catalina,Teacher,Eastside,
Blevins,David,Jonah,Student,Northside,6
Holden,Gracelyn,Aubrie,Teacher,Southside,
Woodard,Peyton,Zachariah,Teacher,Northside,
Snyder,Dylan,Gemma,Student,Eastside,10
Lee,Cody,Finn,Student,Southside,8
Hawkins,Camryn,Lennon,Student,Westside,7
Carey,Isaiah,Russell,Teacher,Southside,
Morris,Cali,Kendall,Teacher,Southside,
Melendez,Harley,Madilyn,Student,Westside,12
Talley,Miranda,Jane,Teacher,Westside,
Williams,Emely,Scarlett,Teacher,Northside,
Pittman,Julian,Javier,Student,Northside,7
Lara,Cheyenne,Camila,Teacher,Northside,
Macias,Keira,Avianna,Teacher,Northside,
Dominguez,Richard,Jacob,Student,Eastside,12
Larson,Maté,Tanner,Student,Eastside,11
Christian,Zachariah,Jasper,Student,Eastside,2
Odonnell,Colin,Russell,Teacher,Southside,
Britt,Kayson,Atlas,Teacher,Westside,
Blevins,Jameson,Damien,Student,Southside,7
Mccullough,Jayce,Ellis,Teacher,Westside,
Stein,Grady,Blake,Teacher,Northside,
Rollins,Timothy,Jace,Teacher,Northside,
Cortez,Scarlett,Elisa,Student,Eastside,6
Blackburn,Wyatt,Maximus,Student,Southside,1
Callahan,Evelynn,Gabriella,Student,Eastside,K
Michael,Adelaide,Jayleen,Student,Westside,4
Weeks,Dallas,Greyson,Teacher,Southside,
Horne,Cameron,Roberto,Student,Westside,1
Lane,Ariana,Charlie,Student,Eastside,2
Joyce,Harmony,Baylee,Teacher,Eastside,
Duran,Adelyn,Camryn,Student,Southside,7
Lee,Caiden,Johan,Student,Southside,7
Martínez,Walter,Andrew,Teacher,Southside,
Beck,Sierra,Leilani,Student,Southside,1
Boyd,Brian,Desmond,Teacher,Westside,
Bowman,Legend,Jaylen,Student,Southside,11
Leach,Rylee,Sophie,Teacher,Westside,
Sanford,Bethany,Lexi,Teacher,Northside,
Castillo,Ace,Xavier,Teacher,Eastside,
Munoz,Londyn,Eden,Student,Southside,6
Duke,Lucas,Myles,Student,Southside,1
Sears,Keira,Adriana,Teacher,Eastside,
Guerra,Brody,Beckett,Student,Northside,6
Meadows,Warren,Malik,Student,Eastside,K
Tran,Griffin,Bennett,Teacher,Northside,
Ray,Braylen,Dante,Teacher,Westside,
Whitfield,Bella,Elena,Teacher,Eastside,
Acevedo,Justin,Dylan,Student,Northside,6
Melton,Kevin,Edgar,Student,Westside,12
Jarvis,Gabrielle,Amara,Teacher,Eastside,
Gardner,Josephine,Elsie,Teacher,Westside,
Roberson,April,Alondra,Student,Southside,10
Welch,Mikayla,Journee,Student,Eastside,8
Sykes,Josiah,Muhammad,Teacher,Southside,
Estrada,Kinsley,Macie,Teacher,Westside,
Prince,Cash,Dallas,Student,Westside,10
Tran,Lilliana,Eleanor,Teacher,Eastside,
Johnson,Arabella,Emerson,Teacher,Westside,
Kane,Iker,Donald,Student,Eastside,2
Mathews,Journey,Amara,Student,Southside,2
Blair,Kaydence,Luna,Teacher,Northside,
Barr,Ethan,Theo,Student,Southside,7
Donaldson,Elliott,Josue,Teacher,Westside,
